,precision,recall,f1-score,support
0,1.0,0.1111111111111111,0.2,27.0
1,0.0,0.0,0.0,113.0
2,0.6078431372549019,0.08401084010840108,0.14761904761904762,369.0
3,1.0,0.10606060606060606,0.1917808219178082,66.0
4,0.0,0.0,0.0,11.0
5,0.63,0.3014354066985646,0.4077669902912621,209.0
6,0.0,0.0,0.0,31.0
7,0.0,0.0,0.0,0.0
8,0.7688073394495413,0.7325174825174825,0.7502238137869293,572.0
9,0.0,0.0,0.0,1.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,1.0
12,0.0,0.0,0.0,19.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,1.0
15,0.0,0.0,0.0,44.0
16,0.0,0.0,0.0,2.0
17,0.0,0.0,0.0,0.0
micro avg,0.7407932011331445,0.3567530695770805,0.48158379373848986,1466.0
macro avg,0.22259169315024685,0.0741741914720092,0.09429948186750263,1466.0
weighted avg,0.6062223163793973,0.3567530695770805,0.40032761614938694,1466.0
samples avg,0.4681818181818182,0.395,0.4184545454545454,1466.0
