,precision,recall,f1-score,support
0,0.0,0.0,0.0,27.0
1,0.9387755102040817,0.8141592920353983,0.8720379146919431,113.0
2,0.948509485094851,0.948509485094851,0.948509485094851,369.0
3,0.8367346938775511,0.6212121212121212,0.7130434782608696,66.0
4,0.0,0.0,0.0,11.0
5,0.9356435643564357,0.9043062200956937,0.9197080291970803,209.0
6,0.0,0.0,0.0,31.0
7,0.0,0.0,0.0,0.0
8,0.9732142857142857,0.9527972027972028,0.9628975265017667,572.0
9,0.0,0.0,0.0,1.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,1.0
12,0.0,0.0,0.0,19.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,1.0
15,0.0,0.0,0.0,44.0
16,0.0,0.0,0.0,2.0
17,0.0,0.0,0.0,0.0
micro avg,0.9522691705790297,0.830150068212824,0.8870262390670554,1466.0
macro avg,0.25738208551373365,0.23561024006862594,0.24534424631925056,1466.0
weighted avg,0.8618923593642879,0.830150068212824,0.8448823446020514,1466.0
samples avg,0.9607575757575759,0.888939393939394,0.9082121212121211,1466.0
