,precision,recall,f1-score,support
0,0.0,0.0,0.0,27.0
1,0.6964285714285714,0.34513274336283184,0.46153846153846145,113.0
2,0.7739130434782608,0.7235772357723578,0.7478991596638654,369.0
3,0.8857142857142857,0.4696969696969697,0.6138613861386139,66.0
4,0.0,0.0,0.0,11.0
5,0.8816568047337278,0.7129186602870813,0.7883597883597884,209.0
6,0.0,0.0,0.0,31.0
7,0.0,0.0,0.0,0.0
8,0.8878326996197718,0.8164335664335665,0.8506375227686703,572.0
9,0.0,0.0,0.0,1.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,1.0
12,0.0,0.0,0.0,19.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,1.0
15,0.0,0.0,0.0,44.0
16,0.0,0.0,0.0,2.0
17,0.0,0.0,0.0,0.0
micro avg,0.8426171529619806,0.650068212824011,0.7339237581825183,1466.0
macro avg,0.22919696694303435,0.17043106530848928,0.19234979547052217,1466.0
weighted avg,0.7604597959371816,0.650068212824011,0.6957539879575964,1466.0
samples avg,0.7983333333333335,0.7126515151515151,0.7358181818181817,1466.0
