,precision,recall,f1-score,support
0,1.0,0.18518518518518517,0.3125,27.0
1,0.0,0.0,0.0,113.0
2,0.6875,0.05962059620596206,0.10972568578553617,369.0
3,0.6875,0.16666666666666666,0.2682926829268293,66.0
4,0.0,0.0,0.0,11.0
5,0.64,0.3827751196172249,0.4790419161676647,209.0
6,0.0,0.0,0.0,31.0
7,0.0,0.0,0.0,0.0
8,0.7551020408163265,0.7762237762237763,0.7655172413793103,572.0
9,0.0,0.0,0.0,1.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,1.0
12,0.0,0.0,0.0,19.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,1.0
15,0.0,0.0,0.0,44.0
16,0.0,0.0,0.0,2.0
17,0.0,0.0,0.0,0.0
micro avg,0.7336814621409922,0.38335607094133695,0.5035842293906809,1466.0
macro avg,0.2094501133786848,0.08724840799437861,0.1075043070144078,1466.0
weighted avg,0.6082816284767659,0.38335607094133695,0.41243466417192426,1466.0
samples avg,0.49636363636363634,0.42242424242424237,0.4452424242424242,1466.0
