,precision,recall,f1-score,support
0,0.0,0.0,0.0,27.0
1,0.6288659793814433,0.5398230088495575,0.580952380952381,113.0
2,0.8221476510067114,0.6639566395663956,0.7346326836581709,369.0
3,0.7884615384615384,0.6212121212121212,0.6949152542372882,66.0
4,0.0,0.0,0.0,11.0
5,0.8461538461538461,0.6842105263157895,0.7566137566137566,209.0
6,0.0,0.0,0.0,31.0
7,0.0,0.0,0.0,0.0
8,0.8838821490467937,0.8916083916083916,0.8877284595300261,572.0
9,0.0,0.0,0.0,1.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,1.0
12,0.0,0.0,0.0,19.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,1.0
15,0.0,0.0,0.0,44.0
16,0.0,0.0,0.0,2.0
17,0.0,0.0,0.0,0.0
micro avg,0.8382229673093042,0.6821282401091405,0.752162467092892,1466.0
macro avg,0.22052839800279628,0.18893392708623638,0.2030468074995346,1466.0
weighted avg,0.7564116940866037,0.6821282401091405,0.7152144884587961,1466.0
samples avg,0.8331818181818181,0.7515909090909091,0.7702424242424243,1466.0
