,precision,recall,f1-score,support
0,0.8353909465020576,0.7110332749562172,0.7682119205298014,571.0
1,0.8310502283105022,0.6080178173719376,0.7022508038585209,898.0
2,0.8438395415472779,0.6986951364175563,0.764438676184296,843.0
3,0.8449612403100775,0.40977443609022557,0.5518987341772152,266.0
4,0.7142857142857143,0.8333333333333334,0.7692307692307693,6.0
5,0.8333333333333334,0.3741496598639456,0.5164319248826291,441.0
6,0.8,0.36363636363636365,0.5,11.0
7,0.0,0.0,0.0,12.0
8,0.0,0.0,0.0,3.0
9,0.0,0.0,0.0,4.0
10,0.8309859154929577,0.4306569343065693,0.5673076923076923,137.0
11,0.25,0.1111111111111111,0.15384615384615385,9.0
micro avg,0.8351063829787234,0.5885660731021556,0.6904892798240791,3201.0
macro avg,0.5653205766484933,0.3783673389239383,0.4411347229180899,3201.0
weighted avg,0.829768367269788,0.5885660731021556,0.6802451510532215,3201.0
samples avg,0.6563461538461538,0.6205128205128205,0.6273717948717948,3201.0
